pmid,relations
40167268,MESH:D009101!POU2F2!0.9983!Association;MESH:D000069279!ANKRD28!0.9995!Association;MESH:D000069279!POU2F2!0.9992!Association;MESH:D009101!ANKRD28!0.9997!Association
40179269,MESH:D006943!IRS1!0.7686!Negative_Correlation
40186232,MESH:D015179!CTNNB1!0.9995!Association;MESH:D009369!YAP1!0.9968!Association;MESH:D015179!CSE!0.6955!Association;MESH:D015179!YAP1!0.9997!Association;MESH:D009362!CSE!0.9657!Positive_Correlation
40191236,MESH:D011471!TRAF5!0.9994!Association
40199866,MESH:D009101!LRP8!0.9993!Association
22559944,MESH:D007153!SRGAP2C!0.8372!Association
31686349,MESH:D016393!NFATC1!0.9764!Association;MESH:D008228!AUTS2!0.9988!Association;MESH:D009369!AUTS2!0.9977!Association;MESH:D016393!AUTS2!0.9996!Association;MESH:D008228!SOBP!0.9991!Association;MESH:D016393!PHLPP1!0.9597!Association;MESH:D016393!WDR7!0.5502!Association;MESH:D016393!SOBP!0.9996!Association;MESH:D009369!SOBP!0.9972!Association;MESH:D016393!MAGED1!0.9982!Association
34201896,MESH:D001943!MIR29B2CHG!0.7838!Negative_Correlation;MESH:D001943!MIR29B2!0.9932!Negative_Correlation;MESH:D001943!MIR29C!0.9566!Negative_Correlation
34332535,MESH:D009369!GPM6A!0.9975!Association;MESH:D009369!ACBD3!0.8649!Positive_Correlation
34840672,MESH:D000086382!NDUFS3!0.9991!Association;MESH:D000077192!PPIH!0.9996!Association;MESH:D000077192!MEA1!0.9997!Association;MESH:D000077192!NDUFS3!0.9997!Association;MESH:D000077192!PFDN2!0.9997!Association;MESH:D000086382!MRTO4!0.9988!Association;MESH:D000086382!PFDN6!0.999!Association;MESH:D000086382!MRPL24!0.9813!Association;MESH:D000086382!EBNA1BP2!0.9988!Association;MESH:D000077192!MRTO4!0.9997!Association;MESH:D000077192!MRPL24!0.9997!Association;MESH:D000077192!PFDN6!0.9997!Association;MESH:D000086382!TRMT112!0.9971!Association;MESH:D000086382!RABEPK!0.9994!Association;MESH:D000077192!EBNA1BP2!0.9997!Association;MESH:D000077192!TRMT112!0.9997!Association;MESH:D000077192!RABEPK!0.9997!Association;MESH:D000086382!PFDN2!0.9987!Association;MESH:D000086382!PPIH!0.9996!Association;MESH:D000086382!MEA1!0.9984!Association
34850664,MESH:D000077192!NEK2!0.9908!Association;MESH:D000077192!C2CD4D!0.9894!Association;MESH:D000077192!ETV4!0.9997!Association;MESH:D000077192!THEM5!0.9928!Association
35480316,MESH:D007239!TAGLN!0.9994!Association;MESH:D000086382!APOBEC3A!0.9941!Association;MESH:D007239!OLFM4!0.9995!Association;MESH:D000086382!NFKBIA!0.9947!Association;MESH:D000086382!CXCL11!0.986!Association;MESH:D000086382!CBX3!0.9991!Association;MESH:D000086382!SPARC!0.9833!Association;MESH:D007239!KANK4!0.9995!Association;MESH:D000086382!TAGLN!0.9782!Association;MESH:D007239!ANKRD1!0.9994!Association;MESH:D000086382!OLFM4!0.9944!Association;MESH:D000086382!NDUFS1!0.9991!Association;MESH:D007239!RFLNB!0.9995!Association;MESH:D007239!OASL!0.9996!Association;MESH:D007239!APOBEC3A!0.9995!Association;MESH:D007239!IFIT1!0.9995!Association;MESH:D000086382!CXCL10!0.986!Association;MESH:D000086382!ANKRD1!0.9761!Association;MESH:D000086382!DDX17!0.9993!Association;MESH:D000086382!RFLNB!0.9826!Association;MESH:D007239!SPARC!0.9994!Association;MESH:D000086382!OASL!0.9959!Association;MESH:D007239!COL1A2!0.9995!Association;MESH:D007239!NDUFS1!0.9994!Association;MESH:D007239!FN1!0.9995!Association;MESH:D000086382!IFIT1!0.9988!Association;MESH:D000086382!HECTD1!0.9993!Association;MESH:D007239!FOS!0.9995!Association;MESH:D000086382!COL1A2!0.8195!Association;MESH:D007239!CXCL10!0.9995!Association;MESH:D007239!BCR!0.9869!Association;MESH:D007239!DDX17!0.9995!Association;MESH:D000086382!SRSF6!0.9987!Association;MESH:D007239!CXCL11!0.9995!Association;MESH:D007239!HECTD1!0.9994!Association;MESH:D000086382!BCR!0.9351!Association;MESH:D000086382!FN1!0.9795!Association;MESH:D000086382!RSAD2!0.9993!Association;MESH:D007239!FAP!0.9995!Association;MESH:D000086382!TRBV20OR9-2!0.9852!Association;MESH:D000086382!FOS!0.9863!Association;MESH:D007239!IFI44L!0.9995!Association;MESH:D007239!IFI27!0.9995!Association;MESH:D000086382!IFI44L!0.9988!Association;MESH:D007239!ADAM19!0.9995!Association;MESH:D000086382!FAP!0.9937!Association;MESH:D007239!NFKBIA!0.9995!Association;MESH:D007239!SRSF6!0.9993!Association;MESH:D000086382!KANK4!0.9934!Association;MESH:D000086382!IFI27!0.9988!Association;MESH:D007239!CBX3!0.9994!Association;MESH:D000086382!ADAM19!0.9968!Association;MESH:D007239!RSAD2!0.9993!Association;MESH:D007239!TRBV20OR9-2!0.9797!Association
36211349,MESH:D001749!IGFL2!0.9979!Association;MESH:D001749!CNTN1!0.9935!Association;MESH:D001749!TOX3!0.9945!Association;MESH:D001749!FN1!0.9966!Association;MESH:D001749!ANXA10!0.9943!Association;MESH:D001749!KANK4!0.9989!Association;MESH:D001749!FAM180A!0.9967!Association
36647477,MESH:D000077192!INTS7!0.994!Positive_Correlation;MESH:D008207!INTS7!0.9961!Positive_Correlation
36915614,MESH:D012734!SPRR2E!0.9996!Association;MESH:D012734!S100A8!0.9996!Association;MESH:D012734!SPRR2A!0.9996!Association;MESH:D012734!SPRR2D!0.9996!Association;MESH:D012734!CNFN!0.9991!Association
37073135,MESH:D008175!FPR1!0.9655!Association;MESH:D006333!LYVE1!0.9899!Association;MESH:D008175!SULF1!0.9949!Association;MESH:D006333!SULF1!0.7533!Association;MESH:D008175!ANPEP!0.9757!Association;MESH:D008175!LYVE1!0.9959!Association;MESH:D008175!VSIG4!0.9949!Association;MESH:D008175!ADAMTS15!0.9943!Association;MESH:D006333!ALOX5AP!0.9753!Association;MESH:D006333!ADAMTS15!0.9155!Association;MESH:D006333!ALOX5!0.9854!Association;MESH:D008175!ALOX5!0.9758!Association;MESH:D008175!C1orf162!0.9817!Association;MESH:D008175!ALOX5AP!0.9715!Association;MESH:D006333!C1orf162!0.9705!Association;MESH:D006333!VSIG4!0.9951!Association
37403034,MESH:D013274!LINC00853!0.9814!Association;MESH:D009369!LINC00853!0.999!Association;MESH:D013274!FOXP3!0.9146!Association;MESH:D009369!PDZK1IP1!0.9267!Association;MESH:D013274!PDZK1IP1!0.9988!Association
37451613,MESH:D006973!ENPEP!0.9995!Association;MESH:D006973!SMAD6!0.9993!Association;MESH:D006973!DBH!0.9996!Association;MESH:D006973!TMC3!0.9992!Association;MESH:D006973!NOS3!0.9995!Association;MESH:D006973!COL21A1!0.9995!Association;MESH:D006973!TTN!0.9994!Association;MESH:D006973!CASP9!0.9986!Association;MESH:D006973!BTN3A2!0.9968!Association;MESH:D006973!OBSCN-AS1!0.9682!Association;MESH:D006973!PNCK!0.9993!Association;MESH:D006973!ANKDD1B!0.9944!Association;MESH:D006973!MYORG!0.9937!Association;MESH:D006973!OR4X1!0.9984!Association
37488493,MESH:D018805!CHRM3!0.9983!Association;MESH:D018805!PRKCQ!0.999!Association
37505750,MESH:D009362!SNORA80E!0.9995!Association;MESH:D009369!SNORA80E!0.9996!Association;MESH:D009369!TP53!0.9949!Association;MESH:D063646!SNORA80E!0.9997!Association;MESH:D009369!NFKB1!0.9963!Association
37620397,MESH:D009369!COL11A2!0.9955!Association;MESH:D009369!FAAP20!0.9975!Association
38092882,MESH:C536920!EGFR!0.9303!Association;MESH:D012871!EGFR!0.9754!Association;MESH:C536920!CCL5!0.9997!Association;MESH:D005076!EGFR!0.9888!Negative_Correlation
38123886,MESH:D000094024!CDC16!0.7029!Association
38161273,MESH:D001714!GPR37L1!0.9991!Association;MESH:D001714!CDH23!0.9982!Association;MESH:D001714!GABPA!0.9994!Association;MESH:D001714!ELF3!0.9987!Association;MESH:D001714!ARL8A!0.9985!Association;MESH:D001714!JAM2!0.9989!Association;MESH:D001714!CHST3!0.7946!Association
38366087,MESH:D015470!UBE2K!0.9963!Association;MESH:D015470!UBE2J2!0.9985!Association
38472042,MESH:D007249!DFNA34!0.986!Association;MESH:C564553!ZDHHC12!0.5047!Association;MESH:D007249!ZDHHC12!0.9995!Association
38586313,MESH:D013274!AKT1!0.9982!Association;MESH:D013274!PDZK1!0.8252!Association;MESH:D009369!LINC00853!0.9944!Positive_Correlation;MESH:D013274!LINC00853!0.9623!Association;MESH:D013274!PDZK1IP1!0.6903!Association
38589882,MESH:D019337!ELK1!0.7981!Association
38622256,MESH:D007627!KANK4!0.9477!Positive_Correlation
39208330,MESH:D015179!DMRTC2!0.9997!Association;MESH:D015179!TEX101!0.9997!Association;MESH:D015179!TMPRSS12!0.9997!Association;MESH:D015179!SYCP1!0.9997!Association;MESH:D015179!PRSS54!0.9997!Association;MESH:D013736!ADAD1!0.9976!Association;MESH:D013736!SYCP1!0.9932!Association;MESH:D013736!TEX101!0.9984!Association;MESH:D013736!PRSS54!0.999!Association;MESH:D013736!SYCE1!0.9964!Association;MESH:D013736!DMRTC2!0.9993!Association;MESH:D013736!TMPRSS12!0.9994!Association;MESH:D015179!ADAD1!0.9996!Association;MESH:D015179!SYCE1!0.9997!Association
39242014,MESH:D002583!RNF113A!0.9982!Association;MESH:D002583!PRPF19!0.8738!Association;OMIM:601675!RNF113A!0.9995!Association;MESH:D004938!RNF113A!0.9992!Association;MESH:D006528!RNF113A!0.9994!Association;MESH:D008207!RNF113A!0.9903!Positive_Correlation;MESH:D002583!MIR197!0.9531!Association
39335515,MESH:D013274!KAT5!0.9993!Association;MESH:D013274!LINC00853!0.9996!Association;MESH:D013274!LINC01266!0.9992!Association;MESH:D013274!GPX4!0.9962!Association
39367796,MESH:D002294!S100A9!0.9706!Positive_Correlation;MESH:D009298!S100A9!0.9994!Association;MESH:D007249!S100A9!0.9303!Association;MESH:D000092562!S100A9!0.9996!Association
39384777,MESH:D000086382!NFKBIZ!0.9787!Association;MESH:D000086382!KRTCAP2!0.9501!Association;MESH:D000086382!HMGN2P18!0.9001!Association
39401997,MESH:D013967!KLRC1!0.9978!Association;MESH:D003409!KLRC1!0.9309!Association;MESH:D013967!KLRC3!0.996!Association
39414367,MESH:D000077192!SLC35F3!0.9995!Association;MESH:D009369!SLC35F3!0.9996!Association
39569444,MESH:C562794!CYP4A22!0.9997!Association
39578729,MESH:D008881!PNKP!0.7275!Association
39616302,MESH:D006528!HES4!0.9953!Association;MESH:D009369!B4galnt1!0.9995!Association;MESH:D009369!HES4!0.9993!Association;MESH:D009369!MAPK8!0.9994!Association;MESH:D009369!B4GALNT1!0.9993!Association;MESH:D008207!B4GALNT1!0.7708!Association;MESH:D009369!MAPK14!0.9989!Association;MESH:D006528!B4GALNT1!0.9997!Association;MESH:D009369!SPP1!0.9924!Association;MESH:D009369!Pdcd1!0.9956!Association;MESH:D006528!SPP1!0.9972!Association
39719581,MESH:D003930!WFS1!0.9996!Association;OMIM:603933!DCLRE1B!0.999!Association;MESH:D003930!RPS26!0.9996!Association;MESH:D003930!DCLRE1B!0.9995!Association;OMIM:603933!ERBB3!0.9991!Association;OMIM:603933!SRPK1!0.9996!Association;MESH:D003930!ERBB3!0.9454!Association;MESH:D003930!SRPK1!0.9996!Association;OMIM:603933!WFS1!0.9691!Association;OMIM:603933!RPS26!0.9991!Association
39729868,MESH:D007249!Tnfrsf1b!0.9995!Association;MESH:D007249!IL10RA!0.9996!Association;MESH:D007249!Tnfaip8l2!0.9995!Association;MESH:D007249!Il33!0.9994!Association;MESH:D007249!Il1a!0.9994!Association
39733937,MESH:D000068079!Sft2d2!0.9955!Association;MESH:D012559!SFT2D2!0.9995!Association
39759106,MESH:D000544!MAPT!0.9985!Association;MESH:D019636!MAPT!0.9996!Association
39760648,MESH:D003528!ARID1A!0.997!Association;MESH:D003528!BCOR!0.5888!Association;MESH:D003528!RUNX1!0.9988!Association;MESH:D003528!TAF1!0.9952!Association;MESH:D003528!PPM1D!0.9878!Association;MESH:D003528!LZTR1!0.9927!Association;MESH:D009369!ARID1A!0.7784!Association;MESH:D003528!CHD2!0.9982!Association;MESH:D009369!PDGFRA!0.9594!Association;MESH:D003528!PALB2!0.9958!Association;MESH:D009369!BCOR!0.9987!Association;MESH:D003528!RB1!0.9782!Association;MESH:D003528!DDX41!0.9931!Association;MESH:D003528!MGA!0.5902!Association;MESH:D003528!GEN1!0.8903!Association;MESH:D009369!NOTCH1!0.9993!Association;MESH:D003528!CREBBP!0.9891!Association;MESH:D009369!EP300!0.999!Association;MESH:D003528!DIXDC1!0.9889!Association;MESH:D003528!PTEN!0.6387!Association;MESH:D003528!KDM6A!0.9948!Association;MESH:D009369!RUNX1!0.9993!Association;MESH:D003528!SMARCA4!0.9989!Association;MESH:D003528!PHF6!0.9365!Association;MESH:D003528!EP300!0.9867!Association;MESH:D003528!ROS1!0.9954!Association;MESH:D003528!NOTCH1!0.9966!Association;MESH:D009369!SPEN!0.9989!Association;MESH:D003528!NF1!0.9359!Association;MESH:D003528!RIT1!0.9871!Association;MESH:D009369!SMARCA4!0.9992!Association;MESH:D003528!PDGFRA!0.9988!Association;MESH:D009369!KDM6A!0.9991!Association
39774699,MESH:D010146!OPRM1!0.9996!Association;MESH:D048949!OPRM1!0.9986!Association
39840062,MESH:D006528!CNN2!0.9994!Association;MESH:D009369!ASS1!0.9947!Association;MESH:D006528!OLFM4!0.9993!Association;MESH:D006528!NOTCH3!0.9994!Association;MESH:D006528!ILF2!0.9993!Association;MESH:D003003!LPA!0.9993!Association
39870965,MESH:D001816!RMI2!0.9692!Association;MESH:D001816!RMI1!0.994!Association;MESH:D001816!TOP3A!0.9438!Association
39871218,MESH:D018805!DDX11L2!0.9986!Association;MESH:D007249!ATP9A!0.8473!Association;MESH:D018805!MAP3K7CL!0.999!Association;MESH:D018805!RGL4!0.9981!Association;MESH:D007249!RGL4!0.6028!Association;MESH:D018805!ATP9A!0.9967!Association
39875149,MESH:D003409!TSHB!0.7836!Association;MESH:D007037!TSHB!0.9997!Association
39913299,MESH:D005355!Hras!0.9957!Association;MESH:D014517!Zdhhc18!0.9992!Positive_Correlation;MESH:D005355!ZDHHC18!0.9429!Association;MESH:D005355!Zdhhc18!0.9836!Association;MESH:D051436!Zdhhc18!0.8087!Association;MESH:D007674!Zdhhc18!0.5371!Positive_Correlation;MESH:D006030!Zdhhc18!0.9996!Association
39922492,MESH:D014091!TAS1R3!0.9997!Association;MESH:D001851!TAS1R3!0.9997!Association
39930683,MESH:D008133!NOS1AP!0.9996!Association;MESH:D012559!NOS1AP!0.9996!Association;MESH:D002318!NOS1AP!0.9996!Association
39934570,MESH:D006528!HES4!0.9723!Positive_Correlation;MESH:D009369!HES4!0.9995!Association
39948420,MESH:D012871!NLRP1!0.9996!Association;MESH:D007249!NLRP1!0.9996!Association;MESH:D007249!IL18!0.9955!Association
39967665,MESH:D013274!PDK4!0.9275!Association;MESH:D013274!DYNC1I1!0.7073!Association;MESH:D013274!PLPPR4!0.7537!Association
40029433,MESH:D016403!MAB21L3!0.8796!Negative_Correlation;MESH:D016403!GSTM5!0.5187!Association
40036166,MESH:D010051!NOC2L!0.9856!Positive_Correlation
40081285,MESH:D006528!FAM72A!0.9997!Association;MESH:D009362!FAM72A!0.5434!Positive_Correlation
40093223,MESH:D003324!HS6ST3!0.9985!Association;MESH:D003324!NOTCH3!0.9975!Association;MESH:D003324!SPINK2!0.9981!Association;MESH:D003324!OAF!0.9716!Association;MESH:D003324!TNFSF12!0.9662!Association;MESH:D002318!HS6ST3!0.5251!Association;MESH:D003324!GPC6!0.9994!Association;MESH:D003324!RPP25!0.9995!Association;MESH:D003324!S100A12!0.9988!Association
40097569,MESH:D000077192!MRPS15!0.9996!Association;MESH:D000077192!MRPS5!0.9996!Association;MESH:D000077192!RPL24!0.9997!Association;MESH:D000077192!JUN!0.9782!Association;MESH:D000077192!NKX2-3!0.9995!Association;MESH:D000077192!RPL7L1!0.9997!Association;MESH:D000077192!MRPL15!0.9996!Association;MESH:D000077192!FOSB!0.9989!Association;MESH:D000077192!MRPL22!0.9997!Association;MESH:D000077192!TUFM!0.9995!Association;MESH:D000077192!MRPL33!0.9997!Association;MESH:D000077192!RSL1D1!0.9997!Association;MESH:D000077192!FOSL1!0.9995!Association;MESH:D000077192!RUNX3!0.9994!Association
40097750,MESH:D009369!BFSP1!0.742!Association;MESH:D006528!BFSP1!0.9333!Positive_Correlation;MESH:D009362!METTL3!0.8643!Association;MESH:D006528!TMOD4!0.9979!Association;MESH:D009362!BFSP1!0.9943!Association;MESH:D006528!METTL3!0.9997!Association
40098976,MESH:D008545!DDX19B!0.9835!Association
40118992,MESH:D020181!ANGPTL1!0.6895!Association;MESH:D020181!IL10RB!0.7653!Association;MESH:D020181!IL1R1!0.9996!Association;MESH:D020181!IFNA16!0.9996!Association;MESH:D020181!ERAP2!0.9997!Association;MESH:D020181!SLC40A1!0.9996!Association;MESH:D020181!SEM1!0.9996!Association;MESH:D020181!TNFRSF17!0.9996!Association;MESH:D020181!IL33!0.8729!Positive_Correlation;MESH:D020181!EIF2AK2!0.8219!Association;MESH:D020181!FCER1G!0.9996!Association
40143635,MESH:D014947!PSMB2!0.9996!Association;MESH:D000860!LINC00339!0.8599!Association;MESH:D000860!PSMB2!0.9976!Association
40176914,MESH:D000077195!ILF2!0.9768!Association
40183093,MESH:D007822!LCK!0.9995!Association;MESH:D007822!TGFB2!0.99!Association;MESH:D007822!PPARG!0.9994!Association;MESH:D007822!VEGFC!0.8111!Association;MESH:D007822!LHX1!0.9992!Association;MESH:D007822!TGFB1!0.993!Association
40185360,MESH:D061325!RPL5!0.9933!Association;MESH:D009369!RPL5!0.9996!Association
19738379,MESH:D006969!Nipal3!0.9995!Association;MESH:D015419!NIPA1!0.9982!Association;MESH:D003072!Nipal3!0.9986!Association;MESH:D006969!NIPAL3!0.9983!Association
27149377,MESH:D008175!RALGPS2!0.9996!Association;MESH:D002289!SKP2!0.7979!Association;MESH:D002289!RALGPS2!0.9993!Association
31221064,MESH:D000860!HK2!0.9699!Negative_Correlation;MESH:D000860!HIF1A!0.4906!Association;MESH:D000860!CCNG2!0.9982!Negative_Correlation;MESH:D000860!HMOX1!0.9841!Negative_Correlation;MESH:D000860!TP53!0.9933!Negative_Correlation;MESH:D000860!P4HB!0.9411!Negative_Correlation;MESH:D000860!BNIPL!0.9985!Negative_Correlation;MESH:D000860!ANGPTL4!0.9985!Negative_Correlation;MESH:D000860!DDIT4!0.983!Negative_Correlation;MESH:D000860!GYS1!0.9982!Negative_Correlation;MESH:D000860!MXI1!0.9978!Negative_Correlation;MESH:D000860!ANKRD37!0.8121!Association;MESH:D000860!TXNIP!0.928!Negative_Correlation;MESH:D000860!VEGFA!0.8274!Positive_Correlation;MESH:D000860!P4HA1!0.9987!Negative_Correlation;MESH:D000860!ADORA2B!0.9986!Negative_Correlation;MESH:D000860!PKM!0.9979!Negative_Correlation;MESH:D000860!SERPINE1!0.998!Negative_Correlation;MESH:D000860!EGLN1!0.9983!Negative_Correlation;MESH:D000860!ADM!0.9974!Negative_Correlation;MESH:D000860!SLC16A3!0.9904!Negative_Correlation;MESH:D000860!PFKL!0.9833!Negative_Correlation;MESH:D000860!MAP3K1!0.998!Negative_Correlation
31953571,MESH:D013771!SCARNA1!0.5255!Association;MESH:D006330!SCARNA1!0.9985!Association
32779154,MESH:D005910!ZFX!0.9899!Association;MESH:D005910!NFIA-AS2!0.9459!Association
34132375,MESH:D000077216!LINC01132!0.9585!Association;MESH:D009369!LINC01132!0.9821!Association;MESH:D010554!LINC01132!0.9993!Association;MESH:D000077216!SOX9!0.9992!Association
34555028,MESH:D007239!MX1!0.9991!Association;MESH:D007239!CXCL8!0.9991!Association;MESH:D007239!S100PBP!0.9993!Association
34964109,MESH:D019465!TSEN2!0.9995!Association;MESH:C580383!TSEN2!0.9994!Association;MESH:D006463!TSEN2!0.9995!Association;MESH:C580383!TSEN54!0.999!Association;MESH:D065766!TSEN2!0.9994!Association;MESH:C564262!TSEN2!0.9965!Association;MESH:D007676!TSEN2!0.9034!Association;MESH:D003072!TSEN2!0.9995!Association;MESH:C000721391!TSEN2!0.9967!Association;MESH:D063647!TSEN2!0.9997!Association;MESH:C580383!TSEN15!0.9985!Association;MESH:C580383!TSEN34!0.9992!Association;MESH:D008831!TSEN2!0.9996!Association;MESH:D002526!TSEN2!0.9993!Association;MESH:D051437!TSEN2!0.9976!Association
35337603,MESH:D017695!MMS22L!0.9987!Association;MESH:D017695!COL1A1!0.999!Association;MESH:D017695!TIMP2!0.9991!Association;MESH:D017695!LRPPRC!0.9985!Association;MESH:D017695!ACTN3!0.8489!Association;MESH:D017695!MMP3!0.9987!Association;MESH:D017695!MMP1!0.999!Association;MESH:D017695!COL12A1!0.9983!Association;MESH:D017695!PHACTR1!0.9976!Association;MESH:D017695!COL5A1!0.9971!Association;MESH:D017695!PPARGC1A!0.6737!Association;MESH:D017695!COL5A1!0.7719!Association;MESH:D017695!PHACTR1!0.843!Association;MESH:D017695!COL1A1!0.6107!Association;MESH:D017695!MMP3!0.9551!Association;MESH:D017695!COL12A1!0.8965!Association;MESH:D017695!PPARG!0.6316!Association;MESH:D017695!MMP1!0.5909!Association
35535201,MESH:D014820!IFIH1!0.9993!Association;MESH:D014820!ECT2!0.9995!Association;MESH:D014820!VRK1!0.9995!Association;MESH:D014820!EBNA1BP2!0.997!Association;MESH:D014820!UQCRH!0.9994!Association;MESH:D014820!BCCIP!0.9996!Association;MESH:D014820!CCT8!0.9995!Association;MESH:D014820!CRY2!0.9988!Association
35706804,MESH:D005909!MIR1248!0.7264!Association;MESH:D005909!MIR1290!0.8422!Association;MESH:D005909!RNF11!0.9995!Association;MESH:D005909!ALB!0.992!Association
35768415,MESH:D007249!SERPINB3!0.9992!Association;MESH:D007249!PAQR6!0.9994!Association;MESH:D007249!PKD1!0.9994!Association
35977594,MESH:D009369!TPM3!0.712!Association;MESH:D009369!MLH1!0.9354!Association;MESH:D015179!TPM3!0.9995!Association
36052691,MESH:D010195!HK2!0.996!Association;MESH:D010195!LINC00891!0.9993!Association;MESH:D010195!FHIT!0.9753!Association;MESH:D010195!NEAT1!0.9971!Association;MESH:D010195!LUCAT1!0.9968!Association;MESH:D010195!MIR145!0.9994!Association;MESH:D010195!CHRM3!0.9991!Association;MESH:D010195!MIR200B!0.9993!Association;MESH:D010195!NPL!0.9738!Association;MESH:D010195!CACNA1C!0.9991!Association;MESH:D010195!ABCC5!0.9976!Association;MESH:D010195!MIR200A!0.9993!Association;MESH:D010195!MIR143!0.9994!Association;MESH:D010195!KTN1!0.9982!Association;MESH:D010195!TXK!0.983!Association;MESH:D010195!PDGFD!0.996!Association;MESH:D010195!ASAP1!0.9968!Association;MESH:D010195!MAP2K6!0.9991!Association;MESH:D010195!DGCR9!0.9984!Association;MESH:D010195!MIR16-2!0.9993!Association;MESH:D010195!RBM26!0.9989!Association;MESH:D010195!MIR122!0.9994!Association;MESH:D010195!DBH!0.922!Association
36277485,MESH:D000068079!Mir29a!0.943!Positive_Correlation;MESH:D009422!Mir29a!0.9936!Association;MESH:D010300!Nfkb1!0.6235!Association;MESH:D009461!Mir29a!0.9958!Association;MESH:D009461!MIR29C!0.9988!Association;MESH:D010300!Mir29a!0.9845!Association;MESH:D009461!Mir29b-2!0.961!Association
36340761,MESH:C535739!YIPF1!0.9996!Association;MESH:C535739!ANPEP!0.9994!Association;MESH:C535739!GZMK!0.9995!Association;MESH:C535739!WDR62!0.9996!Association;MESH:D013345!PBX1!0.7025!Association;MESH:C535739!LRRCC1!0.9997!Association;MESH:C535739!TOR1B!0.9996!Association;MESH:C535739!WBP2NL!0.9997!Association;MESH:C535739!PBX1!0.9997!Association;MESH:D013345!WBP2NL!0.5544!Association;MESH:C535739!RAB32!0.9997!Association;MESH:C535739!AADAC!0.9995!Association
36544231,MESH:D000544!PAQR6!0.9996!Association;MESH:D000544!KIF5A!0.9995!Association;MESH:D000544!APP!0.9956!Association;MESH:D000544!SLC1A3!0.9995!Association
36581475,MESH:D008844!TGIF1!0.9996!Association;MESH:D008844!ZNF181!0.9994!Association;MESH:D008844!ADGRG4!0.9996!Association;MESH:D008844!GLUD2!0.9996!Association;MESH:D008844!INTS7!0.9996!Association;MESH:D008844!FGFR3!0.9996!Association;MESH:D008844!WNT6!0.9997!Association;MESH:D008844!ARSH!0.9992!Association
36806387,MESH:D009765!NFIA-AS2!0.9967!Association
37576499,MESH:D006331!BAG3!0.9995!Association;MESH:D009369!BAG3!0.9994!Association
37685904,MESH:D006528!MIR483!0.9956!Association;MESH:D006528!MIR34A!0.9987!Association;MESH:D006528!MIR155!0.9988!Association;MESH:D006528!MIR183!0.9991!Association;MESH:D006528!MIR182!0.999!Association
37780567,MESH:D001749!KRT1!0.9986!Association;MESH:D001749!SOST!0.9991!Association;MESH:D001749!CGB5!0.9981!Association;MESH:D001749!CRTAC1!0.7135!Association;MESH:D001749!CLDN6!0.9797!Association;MESH:D001749!CES1!0.9984!Association;MESH:D001749!SPRR2A!0.9944!Association;MESH:D009369!CRTAC1!0.9991!Negative_Correlation;MESH:D001749!MYBPH!0.9992!Association
38050254,MESH:D018805!FFAR3!0.9644!Positive_Correlation;MESH:D018805!FGF13!0.8823!Positive_Correlation;MESH:D018805!FAM89A!0.9915!Positive_Correlation;MESH:D018805!G0S2!0.5149!Positive_Correlation
38383737,MESH:D002289!KCTD21!0.649!Positive_Correlation;MESH:D009369!KCTD21!0.9928!Association;MESH:D002289!CD47!0.9968!Association;MESH:D009369!SIRPA!0.9991!Association;MESH:D002289!METTL14!0.9539!Association;MESH:D009369!CD47!0.9988!Association;MESH:D002289!TIPRL!0.9997!Association;MESH:D008175!CD47!0.9988!Association
38477373,MESH:D007249!TARS1!0.9994!Association;MESH:D063646!TARS2!0.9995!Association;MESH:D007249!TARS2!0.9996!Association
39215025,MESH:D009369!FAM72A!0.9996!Association
39227899,MESH:D009062!SRSF1!0.6101!Positive_Correlation;MESH:D000077195!SRSF11!0.9981!Association;MESH:D000077195!SRSF1!0.7427!Association;MESH:D009062!SRSF10!0.9992!Association;MESH:D009062!SRSF7!0.5018!Positive_Correlation;MESH:D009062!SRSF9!0.9981!Association;MESH:D009062!SRSF11!0.8513!Positive_Correlation;MESH:D009062!SRSF3!0.9743!Association;MESH:D000077195!SRSF10!0.9985!Association;MESH:D000077195!SRSF4!0.7733!Positive_Correlation;MESH:D000077195!SRSF9!0.9914!Association
39359416,MESH:D050177!MIR27A!0.5487!Association;MESH:D015431!MIR17!0.9991!Association;MESH:D050177!MIR23A!0.5679!Association
39360639,MESH:D012164!emc1!0.9996!Association;MESH:D012162!emc1!0.9978!Association;MESH:D014786!emc1!0.9976!Association
39421870,MESH:D005199!FANCM!0.6922!Association;MESH:D005199!MAD2L2!0.8292!Association;MESH:D005199!FAAP20!0.8706!Association;MESH:D005199!ATM!0.9181!Association;MESH:D061325!UBE2T!0.9986!Association;MESH:D005199!FAAP24!0.7266!Association;MESH:D005199!BRCA2!0.9696!Association;MESH:D005199!UBE2T!0.9992!Association;MESH:D005199!RFWD3!0.9908!Association;MESH:D005199!FANCI!0.7416!Association;MESH:D009369!ATM!0.9905!Association;MESH:D017093!UBE2T!0.9991!Association;MESH:D005199!FANCG!0.8364!Association;MESH:D005199!FANCA!0.8173!Association;MESH:D009369!BRCA2!0.8603!Association;MESH:D009369!UBE2T!0.9995!Association;MESH:D005199!FANCE!0.6679!Association;MESH:D005199!FANCL!0.8674!Association;MESH:D005199!FANCB!0.6113!Association
