pmid,relations
39438952,MESH:D009135!PES1!0.999!Association;MESH:D009135!BYSL!0.9841!Association;MESH:D018805!WDR75!0.9948!Association;MESH:D018805!FEM1B!0.981!Association;MESH:D009135!WDR75!0.9992!Association;MESH:D018805!PES1!0.9926!Association;MESH:D018805!WDR43!0.9944!Association;MESH:D009135!HEATR1!0.9993!Association;MESH:D009135!WDR43!0.9987!Association;MESH:D009135!NIFK!0.9984!Association;MESH:D018805!HEATR1!0.9913!Association;MESH:D018805!GPX3!0.991!Association;MESH:D009135!GNL2!0.9981!Association;MESH:D018805!PFKP!0.959!Association;MESH:D018805!GNL2!0.9842!Association;MESH:D009135!PFKP!0.9993!Association;MESH:D018805!KLHDC3!0.9916!Association;MESH:D018805!TBL3!0.9974!Association;MESH:D018805!FBP2!0.9975!Association;MESH:D009135!TBL3!0.9988!Association;MESH:D009135!FBP2!0.9989!Association;MESH:D009336!WDR75!0.628!Association;MESH:D018805!NIFK!0.9763!Association;MESH:D009135!GPX3!0.9977!Association;MESH:D009135!KLHDC3!0.9981!Association;MESH:D018805!EBNA1BP2!0.9937!Association;MESH:D009135!EBNA1BP2!0.9969!Association;MESH:D009135!FEM1B!0.9973!Association
39486179,MESH:D001145!PMM1!0.9982!Association;MESH:D001145!MXRA7!0.9994!Association;MESH:D001145!ADK!0.9971!Association;MESH:D001145!CTSS!0.9981!Association;MESH:D001145!SH3BGRL3!0.9995!Association;MESH:D001145!MAPRE2!0.8851!Association;MESH:D001145!DUSP13!0.9629!Association;MESH:D001145!SVEP1!0.9987!Association;MESH:D001145!OMG!0.9231!Association;MESH:D001145!FAM151A!0.9707!Association;MESH:D001145!SYT11!0.9986!Association;MESH:D001145!ABHD10!0.9963!Association
39540264,MESH:D011471!SFT2D2!0.9991!Association;MESH:D028361!TBX19!0.9996!Association;MESH:D011471!TBX19!0.8687!Association;MESH:D028361!SFT2D2!0.9989!Association
39654190,MESH:C563414!KANSL1!0.9995!Association;MESH:D012640!KANSL1!0.9995!Association;MESH:C566476!KANSL1!0.9991!Association;MESH:D007827!KANSL1!0.9885!Association
39684488,MESH:D001943!PTPRU!0.9156!Association;MESH:D001943!CENPO!0.8521!Association;MESH:D001943!UBE2C!0.7608!Association;MESH:D001943!IKBKE!0.9214!Association;MESH:D001943!KIF4A!0.9642!Association;MESH:D001943!STYK1!0.988!Association;MESH:D001943!ZWINT!0.6563!Association;MESH:D001943!VEGFA!0.8832!Association
39699952,MESH:D009369!BEST4!0.9812!Negative_Correlation;MESH:D009362!BEST4!0.9939!Positive_Correlation;MESH:D015179!HES4!0.9912!Association;MESH:D015179!TWIST1!0.9984!Association;MESH:D015179!BEST4!0.9543!Association
39749632,MESH:D007511!NOS1!0.9885!Positive_Correlation;MESH:D020521!TAT!0.9587!Association;MESH:D007511!SBNO1!0.9991!Positive_Correlation;MESH:D020521!SBNO1!0.9994!Association;MESH:D020521!RASD1!0.9997!Association;MESH:D007238!RASD1!0.9867!Association;MESH:D007511!RASD1!0.9992!Positive_Correlation
39798916,MESH:D006973!Camk2n1!0.9983!Association
39805680,MESH:D002925!HYDIN2!0.9991!Association;MESH:D002925!HYDIN!0.9997!Association
39839902,MESH:D006528!ADRB2!0.7178!Association
39892688,MESH:D000437!ADH1B!0.9856!Association;MESH:D000437!ADH1C!0.7483!Association;MESH:D000437!CNST!0.9902!Association;MESH:D000437!IFIT5!0.9985!Association
39915794,MESH:D003920!Plppr4!0.9723!Association;MESH:C000721848!Plppr4!0.9966!Negative_Correlation;MESH:D060825!CNR1!0.9997!Association;MESH:D003072!Ntrk2!0.7047!Association;MESH:D003920!Mir18!0.9995!Association;MESH:D003920!PLPPR4!0.9777!Association;MESH:D003072!Plppr4!0.9936!Association;MESH:D060825!Plppr4!0.9959!Association;MESH:D003072!Mir18!0.9997!Association;MESH:D060825!Amigo2!0.9997!Association;MESH:D060825!PLPPR4!0.9985!Association;MESH:D003920!Ntrk2!0.9987!Association
39951297,MESH:D000092423!YAP1!0.9963!Association;MESH:D005355!ACTA1!0.9991!Association;MESH:D005355!S100A4!0.9993!Association;MESH:D005355!COL1A1!0.9993!Association
40002435,MESH:D001007!XIRP2!0.9976!Association;MESH:D001007!HADHB!0.9928!Association;MESH:D000092202!HADHB!0.9821!Association;MESH:D000092202!GAREM2!0.9806!Association;MESH:D000092202!PTPRU!0.8521!Association;MESH:D019966!GAREM2!0.9993!Association;MESH:D019966!PTPRU!0.9975!Association;MESH:D000092202!BCL11A!0.9991!Association;MESH:D003866!HADHB!0.9984!Association;MESH:D001007!PRDM10!0.9993!Association;OMIM:603663!PTPRU!0.9069!Association;OMIM:603663!GAREM2!0.9992!Association;MESH:D019966!HADHB!0.9993!Association;MESH:D003866!XIRP2!0.9964!Association;OMIM:603663!XIRP2!0.9671!Association;MESH:D001007!GAREM2!0.9995!Association;OMIM:603663!HADHB!0.6364!Association;MESH:D000092202!PRDM10!0.8728!Association;MESH:D000092202!XIRP2!0.9073!Association;MESH:D001007!PTPRU!0.9985!Association;MESH:D019966!XIRP2!0.9967!Association;OMIM:603663!PRDM10!0.9927!Association;MESH:D019966!PRDM10!0.9986!Association;MESH:D000092202!DEFB135!0.9964!Association;MESH:D000092202!CSRNP3!0.9984!Association;MESH:D003866!PTPRU!0.9987!Association;MESH:D003866!PRDM10!0.9991!Association;MESH:D003866!GAREM2!0.9995!Association
40002707,MESH:D007249!CD14!0.9138!Association;MESH:D001778!CD63!0.996!Association;MESH:D001778!CD14!0.9996!Association
40015203,MESH:D018805!NEK7!0.9981!Association;MESH:D009202!DFNA34!0.9991!Association;MESH:D009202!NEK7!0.9996!Association
40025257,MESH:D050197!GLRX2!0.9997!Association;MESH:D007249!NFE2L2!0.9962!Association;MESH:D050197!HSP90AA1!0.9996!Association;MESH:D050197!NFE2L2!0.9996!Association;MESH:D050197!NPY!0.9996!Association
40108365,MESH:D000078064!SNTG2!0.9793!Association
40127654,MESH:D058499!ABCA4!0.9997!Association;MESH:D000080362!ABCA4!0.9993!Association;MESH:D012162!ABCA4!0.9995!Association
40127710,MESH:D055371!Tgfb1!0.9996!Association;MESH:D055371!Plaur!0.7946!Association;MESH:D055371!Mir200b!0.9899!Association;MESH:D055371!Plau!0.5592!Positive_Correlation;MESH:D055371!Serpine1!0.9378!Negative_Correlation;MESH:D055371!Il17a!0.9994!Association;MESH:D055371!Mir200a!0.9569!Association
40146900,MESH:D000437!Rxfp3!0.9988!Association;MESH:D000437!Rln3!0.9995!Association
40153110,MESH:D009369!SERBP1!0.9997!Association;MESH:D005909!SERBP1!0.9995!Association
40163256,MESH:D059348!Dnm3!0.9806!Association;MESH:D059348!Akt1!0.9995!Association
40166687,MESH:D010051!ATM!0.9878!Association;MESH:D010051!BRCA1!0.9355!Association;MESH:D010051!CDK12!0.9946!Association;MESH:D010051!MUC16!0.9495!Association;MESH:D010051!MRE11!0.9944!Association;MESH:D010051!RAD51!0.9822!Association;MESH:D010051!RAD54L!0.9964!Association
40174734,MESH:D005355!fn1a!0.9991!Association;MESH:D005355!col4a2!0.9996!Association;MESH:D010049!ctnnb1!0.9927!Association
40194608,MESH:D003248!Rxfp4!0.9991!Association
21490620,MESH:D004485!SPRR3!0.9978!Association;MESH:D004485!SPRR3!0.9979!Association;MESH:D004485!LCE1D!0.9772!Association;MESH:D004485!FLG2!0.9979!Association;MESH:D004485!S100A3!0.9699!Association
27001119,MESH:D009103!IFNB1!0.9914!Negative_Correlation;MESH:D009103!ZNF697!0.9962!Association
29208460,MESH:D014523!RALGPS2!0.9991!Association;MESH:D001749!RALGPS2!0.9996!Association
29630094,MESH:D011225!MIR4421!0.9091!Association;MESH:D011225!CYP11B2!0.9996!Association
30894498,MESH:D014777!UL131A!0.6862!Association
31137733,MESH:D005909!AKAP12!0.9919!Association;MESH:D005909!AP1S1!0.7064!Association;MESH:D005909!RPL36A!0.9727!Association;MESH:D005909!MRPL35!0.9991!Association;MESH:D005909!ALPL!0.8751!Association
31256822,MESH:D008313!C1orf167!0.9994!Association;MESH:D008313!NBPF8!0.9995!Association;MESH:D008313!NBPF9!0.9996!Association
31485655,MESH:D009369!BNIPL!0.9995!Association;MESH:D015179!BNIPL!0.9982!Association;MESH:D015179!CD44!0.9981!Association
31655919,MESH:D009369!CYP4Z2P!0.9935!Association;MESH:D001943!CYP4Z2P!0.9995!Association
32522293,MESH:D003110!FOXP1!0.9996!Association;MESH:D003110!LINC00174!0.9996!Association;MESH:D003110!TAF1A!0.9996!Association;MESH:D015179!LINC00174!0.5547!Association;MESH:D003110!LINC01560!0.9996!Association;MESH:D003110!ZNF667!0.9996!Association;MESH:D003110!LINC00852!0.9995!Association
33046743,MESH:D014060!ERP29!0.9979!Association;MESH:D009959!MIR4421!0.567!Association;MESH:D014060!MIR4421!0.9993!Association;MESH:D063646!ERP29!0.7406!Association;MESH:D002294!ERP29!0.9916!Association;MESH:D063646!MIR4421!0.9665!Association;MESH:D009959!ERP29!0.9756!Association;MESH:D014060!ERP29!0.9592!Association;MESH:D002294!ERP29!0.48!Association
35292727,MESH:D009080!G0S2!0.9299!Positive_Correlation;MESH:D009080!HSD11B1!0.9975!Association;MESH:D007249!HSD11B1!0.9992!Association;MESH:D007249!G0S2!0.9826!Association
35352799,MESH:D019190!Tab1!0.5198!Association;MESH:D019190!Rnf207!0.7892!Positive_Correlation;MESH:D006331!Rnf207!0.9993!Positive_Correlation;MESH:D006332!Tab1!0.9977!Association;MESH:D006332!Rnf207!0.9986!Positive_Correlation;MESH:D005355!Rnf207!0.8401!Positive_Correlation;MESH:D006984!Tab1!0.9976!Association;MESH:D006984!Rnf207!0.9981!Positive_Correlation
35776020,MESH:D009369!NIBAN1!0.9967!Positive_Correlation;MESH:D004938!NIBAN1!0.9662!Association;MESH:D004938!CXCL14!0.999!Association
36264433,MESH:D010300!LINC00393!0.8727!Association;MESH:D010300!LINC01259!0.9855!Negative_Correlation;MESH:D018746!LINC01259!0.9994!Association;MESH:D007249!LINC01259!0.9996!Association
36359290,MESH:D000086382!FLVCR1!0.6511!Association;MESH:D000086382!NCBP2AS2!0.8906!Association;MESH:D000086382!DBH!0.991!Association;MESH:D000086382!A2M-AS1!0.7519!Negative_Correlation
36624948,MESH:D009369!PYCR1!0.9821!Positive_Correlation;MESH:D002292!PYCR2!0.5005!Positive_Correlation;MESH:D009369!PYCR3!0.9913!Positive_Correlation;MESH:D009369!PYCR2!0.9776!Positive_Correlation;MESH:D063646!PYCR1!0.7897!Association;MESH:D002292!PYCR1!0.9907!Association
36647389,MESH:D006528!ZFP69B!0.9987!Association;MESH:D009369!CD8A!0.9838!Association
37056996,MESH:C562645!PTPN18!0.9283!Association;MESH:D030342!MTMR3!0.7295!Association;MESH:C562645!MTMR3!0.7104!Association;MESH:C562645!TPTE2!0.7929!Association;MESH:C562645!PTPRD!0.658!Association;MESH:D030342!PTPN18!0.9944!Association;MESH:C562645!PTPRT!0.8046!Association;MESH:C562645!PTPRZ1!0.9866!Association;MESH:C562645!PTPRG!0.9631!Association;MESH:D030342!TPTE2!0.8783!Association;MESH:D030342!PTPRZ1!0.7398!Association;MESH:C562645!PTPRU!0.9327!Association
37371198,MESH:D001424!IFI44L!0.9995!Association;MESH:D001424!FAM89A!0.9987!Association
37488742,MESH:D016889!Snora73b!0.5915!Association
37583898,MESH:C537699!Nphp1!0.9844!Association;MESH:D007676!Nphp1!0.9868!Association
37701108,MESH:D001749!MIR150!0.9986!Association;MESH:D001749!EFTUD2!0.9973!Association;MESH:D001749!DKC1!0.9973!Association;MESH:D009369!SNRPG!0.9949!Association;MESH:D001749!SNRPG!0.9989!Association;MESH:D001749!EBNA1BP2!0.9979!Association;MESH:D001749!LORICRIN!0.9991!Association
37779910,MESH:D058186!PRSS2!0.732!Association;MESH:D058186!ZNF727!0.9988!Association;MESH:D058186!FOXD4L6!0.9993!Association;MESH:D058186!MDFIC!0.8911!Association;MESH:D058186!USP17L7!0.9994!Association;MESH:D058186!PPIAL4A!0.6632!Association;MESH:D058186!BAGE2!0.9517!Association;MESH:D058186!KCNE1B!0.9987!Association
37848987,MESH:D002292!BMP1!0.9996!Association;MESH:D005910!BMP1!0.8421!Association;MESH:D002292!LINC00685!0.9996!Association;MESH:D002292!SLC16A1!0.9987!Association;MESH:D002292!VPS9D1!0.9993!Association;MESH:D002292!CCDC18!0.9969!Association;MESH:D002292!PVT1!0.9992!Association;MESH:D002292!SNHG15!0.9995!Association
38072997,MESH:D002578!ELF5!0.9832!Association;MESH:D002578!EMBP1!0.9815!Association
38172792,MESH:D001749!PDZD3!0.9055!Association;MESH:D009369!CYP4F8!0.9991!Negative_Correlation;MESH:D001749!MYBPH!0.9995!Association;MESH:D009369!LRTM1!0.999!Negative_Correlation;MESH:D009369!CRTAC1!0.9991!Negative_Correlation;MESH:D001749!CRNN!0.9975!Association;MESH:D001749!CYP4F8!0.9739!Association;MESH:D001749!SPRR2A!0.9993!Association;MESH:D001749!SOST!0.9996!Association;MESH:D009369!PDZD3!0.9989!Negative_Correlation;MESH:D001749!CRTAC1!0.8077!Association
38302910,MESH:D007822!BNIPL!0.9989!Association
38384772,MESH:D000707!SCARNA2!0.9862!Association
38430974,MESH:D002292!DCLRE1B!0.9997!Association;MESH:D002292!VHL!0.7978!Association;MESH:C538557!FLCN!0.6756!Association;MESH:D002292!FLCN!0.976!Association;MESH:D063646!FLCN!0.9988!Association
38482264,MESH:D017237!TARS2!0.9995!Association;OMIM:615918!TARS2!0.9997!Association;MESH:D030342!TARS2!0.9711!Association;MESH:C565423!TARS2!0.6051!Association;MESH:D051436!TARS2!0.9311!Association;MESH:D007037!TARS2!0.9801!Association;MESH:D007011!TARS2!0.9614!Association
39210538,MESH:D055948!FOXO1!0.9966!Association
39259551,MESH:D000077216!TNFAIP8L2!0.998!Negative_Correlation;MESH:D010051!SMAD2!0.9996!Association;MESH:D009369!TNFAIP8L2!0.99!Negative_Correlation;MESH:D009362!TNFAIP8L2!0.9987!Negative_Correlation;MESH:D010051!TNFAIP8L2!0.9935!Negative_Correlation;MESH:D010051!TGFB1!0.9987!Association;MESH:D000077216!SMAD2!0.9982!Association
39273077,MESH:D030342!PLS3!0.9966!Association;MESH:D050723!PLS3!0.9993!Association;MESH:D009140!ACTN4!0.9578!Association;MESH:D010024!PLS3!0.9986!Association;MESH:D009140!PLS3!0.9997!Association;MESH:D009140!actn1!0.9903!Association
39375502,MESH:D044343!RUNX1!0.9578!Negative_Correlation
39428107,MESH:D005910!MATN1!0.9992!Association;MESH:D005910!CHD1!0.9117!Association
39430825,MESH:D013274!LINC01537!0.9948!Association;MESH:D013274!DIRC1!0.9948!Association;MESH:D013274!REPIN1!0.9987!Association;MESH:D013274!RABGAP1L!0.9986!Association;MESH:D013274!CFAP61!0.9984!Association
39457433,MESH:C562942!NAV1!0.8781!Association;OMIM:109730!IL10!0.9963!Association;OMIM:109730!PCSK9!0.9953!Association;OMIM:109730!PLA2G7!0.9981!Association;MESH:D007249!IL6!0.9896!Association;OMIM:109730!ALPL!0.9611!Association;MESH:D007249!IL10!0.9986!Association;OMIM:109730!RUNX2!0.9953!Association;OMIM:109730!TEX41!0.4948!Association;OMIM:109730!IL6!0.9802!Association;OMIM:109730!CACNA1C!0.9991!Association
39558275,MESH:D000740!FAAP20!0.9986!Association
39697703,MESH:D002292!PTP4A1!0.9989!Association;MESH:D002292!CDKN3!0.9918!Association;MESH:D002292!PPP2R2B!0.9981!Association;MESH:D002292!PPA2!0.9781!Association;MESH:D002292!PPP6R2!0.9971!Association;MESH:D002292!CRY2!0.9959!Association;MESH:D002292!ADORA1!0.63!Association;MESH:D002292!TPTE2!0.9949!Association;MESH:D002292!PLPPR4!0.9982!Association
39757016,MESH:D007249!DFNA34!0.9984!Association
39786340,MESH:D028361!mrpl-36!0.9994!Association;MESH:D028361!rps-10!0.9988!Association;MESH:D028361!RPS10!0.9996!Association
39788523,MESH:D019636!OTUD3!0.9996!Association;MESH:D008175!OTUD3!0.9893!Positive_Correlation;MESH:D015179!OTUD3!0.9992!Negative_Correlation;MESH:D007249!OTUD3!0.9994!Association;MESH:D001943!OTUD3!0.9992!Negative_Correlation;MESH:D004938!OTUD3!0.999!Negative_Correlation;MESH:D009369!OTUD3!0.9995!Association;MESH:D000077273!OTUD3!0.9988!Negative_Correlation
39801366,MESH:D001007!KCNJ9!0.9997!Association;MESH:D001007!Atp1a2!0.9996!Association
39917005,MESH:D006528!YAP1!0.9983!Association;MESH:D009362!YAP1!0.9996!Association;MESH:D009369!YAP1!0.6276!Association
39934103,MESH:D059350!MVP!0.9757!Association;MESH:D059350!INPP5B!0.9927!Association;MESH:D010146!DRD2!0.9983!Association;MESH:D059350!DRD2!0.999!Association;MESH:D010146!INPP5B!0.8858!Association;MESH:D059350!SLC30A6!0.9994!Association;MESH:D059350!FOXP2!0.9957!Association;MESH:D010146!HTT!0.9955!Association;MESH:D059350!HTT!0.9857!Association;MESH:D010146!FOXP2!0.9403!Association;MESH:D010146!SLC30A6!0.9993!Association
39938427,MESH:D000093284!HABP4!0.9977!Association
39950581,MESH:D009436!CELSR1!0.9994!Association;MESH:D009436!FZD6!0.9995!Association;MESH:D009436!PACS1!0.9994!Association;MESH:D009436!DVL2!0.9996!Association;MESH:D009436!FUZ!0.9995!Association;MESH:D009436!MTRR!0.9995!Association;MESH:D009436!LRP6!0.9995!Association;MESH:D009436!MTHFR!0.9996!Association;MESH:D009436!MED12!0.9993!Association;MESH:D009436!VANGL2!0.9994!Association;MESH:D009436!PARD3!0.9995!Association;MESH:D009436!VANGL1!0.9993!Association
40070792,MESH:D010051!MIR200C!0.9997!Association;MESH:D010051!MIR200B!0.9996!Association
40088344,MESH:D009369!TIPRL!0.9491!Association;MESH:D063646!TIPRL!0.9997!Association;MESH:D004476!TIPRL!0.9577!Association
40157547,MESH:D014605!ALPK1!0.9987!Association;MESH:D014605!CRB1!0.9996!Association;MESH:D052919!NFKB1!0.9868!Association;MESH:D052919!CAPN5!0.9945!Association;MESH:D052919!ALPK1!0.9854!Association;MESH:D014605!CAPN5!0.9986!Association;MESH:D014605!NFKB1!0.9977!Association
40168262,MESH:D002583!MIR130A!0.9996!Association;MESH:D002583!MIR301A!0.9996!Association;MESH:D002583!MIR1252!0.9996!Association;MESH:D002583!MIR655!0.9996!Association;MESH:D002583!MIR211!0.9996!Association;MESH:D002583!MIR6129!0.9996!Association;MESH:D002583!MIR382!0.9996!Association;MESH:D002583!MIR590!0.9996!Association
40169697,MESH:D000072657!GJC2!0.9995!Association;MESH:D000072657!HMGCL!0.9996!Association;MESH:D000072657!RBM17!0.9996!Association;MESH:D000072657!AKT3!0.9995!Association
40178867,MESH:C536183!PKP1!0.9997!Association
40187430,MESH:D001007!Cnr1!0.9701!Association;MESH:C000726808!Mgll!0.9897!Association;MESH:C000726808!Cnr1!0.987!Negative_Correlation;MESH:C000726808!Faah!0.984!Positive_Correlation
28662289,MESH:D006509!SLC13A2!0.5319!Association;MESH:D006528!TEDDM1!0.9758!Positive_Correlation;MESH:D006528!RGSL1!0.9764!Association;MESH:D006528!SLC13A2!0.9991!Association;MESH:D006528!FOXN1!0.9995!Association;MESH:D006509!FOXN1!0.7239!Association;MESH:D006528!LINC00272!0.979!Positive_Correlation;MESH:D006528!GLUL!0.9977!Association
30669148,MESH:D001249!SCARNA18!0.9949!Association;MESH:D001249!STC1!0.9951!Association;MESH:D001249!CHMP4B!0.9952!Association;MESH:D001249!LOC101928523!0.7433!Positive_Correlation;MESH:D001249!HOPX!0.6623!Association;MESH:D001249!LHX6!0.9978!Association;MESH:D001249!PF4!0.9992!Association;MESH:D001249!TPRA1!0.9923!Association;MESH:D001249!UPK1B!0.9919!Association;MESH:D001249!OR10K1!0.9916!Association;MESH:D001249!LANCL1!0.9983!Association;MESH:D001249!ATF3!0.9971!Association
31336680,MESH:D007239!GGH!0.9735!Association
33808771,MESH:D008545!Mybl2!0.9995!Association;MESH:D008545!Mafg!0.9996!Association
34652259,MESH:C563333!EPB41!0.9811!Negative_Correlation;MESH:C563333!BPNT1!0.9754!Negative_Correlation
35247439,MESH:D000077277!SLC35E2A!0.9983!Association;MESH:D000077277!KLF4!0.9973!Association
35450027,MESH:D007037!TREM2!0.9884!Association;MESH:D007037!C1QB!0.8874!Association;MESH:D010518!TREM2!0.9729!Association
36518759,MESH:D003586!IL12RB2!0.8053!Negative_Correlation;MESH:D003586!IFNG!0.9959!Association;MESH:D003586!KLRC3!0.9993!Association;MESH:D003586!MAMU-E!0.9321!Association;MESH:D003586!ZBTB16!0.7709!Association;MESH:D003586!SH2D1B!0.8981!Association
36619926,MESH:D001327!SFT2D2!0.9997!Association;MESH:D012559!SFT2D2!0.9962!Association;MESH:D012559!MPC2!0.7914!Association;MESH:D012559!SFT2D2!0.9982!Association;MESH:D012559!GPR161!0.9268!Association
36873931,MESH:D015154!RSPH1!0.9995!Association;MESH:D015154!RSPH9!0.9996!Association;MESH:D007248!RSPH1!0.9958!Association;MESH:D002925!HYDIN!0.8785!Association;MESH:D007248!RSPH9!0.9953!Association;MESH:D007248!CCDC40!0.9997!Association;MESH:D002925!RSPH1!0.986!Association;MESH:D002925!RSPH9!0.906!Association;MESH:D007248!CCDC39!0.9996!Association;MESH:D007248!HYDIN!0.9997!Association;MESH:D007248!SPEF2!0.9996!Association;MESH:D002925!HYDIN2!0.9908!Association;MESH:D002925!CCDC40!0.6224!Association
37020999,MESH:D009107!MTOR!0.9995!Association;MESH:D008457!ANKRD27!0.9984!Association;MESH:D012409!TAF1C!0.9562!Association;MESH:D009107!CNTROB!0.9995!Association;MESH:D008457!COLGALT2!0.997!Association;MESH:D008457!PRPF31!0.9986!Association;MESH:D009107!UBN1!0.9971!Association;MESH:D008457!SNX8!0.9955!Association;MESH:D008457!SOAT1!0.9992!Association;MESH:D012409!SRSF12!0.5751!Association;MESH:D008457!EEF1AKMT3!0.9951!Association;MESH:D012409!GTF2H1!0.539!Association;MESH:D008457!HCG11!0.9967!Association;MESH:D009107!SCRN2!0.9995!Association;MESH:D008457!TSFM!0.9995!Association;MESH:D009107!POLR2J!0.9983!Association;MESH:D009107!LAMC1!0.9992!Association;MESH:D008457!GSTM4!0.9942!Association;MESH:D008457!PAQR6!0.9976!Association;MESH:D008457!SCRN2!0.9842!Association;MESH:D012409!PCGF2!0.9122!Association;MESH:D008457!CBWD2!0.9987!Association;MESH:D009107!SMPD4!0.9988!Association;MESH:D009107!TRIM38!0.9992!Association;MESH:D009107!HOXB-AS1!0.9992!Association;MESH:D008457!MRPL10!0.9978!Association
37227248,MESH:D009101!H3P16!0.9964!Association;MESH:D009101!TMEM161B!0.9995!Association;MESH:D009101!LINC00996!0.9996!Association;MESH:D009101!SMURF2P1!0.9993!Association;MESH:D009101!CCDC18!0.997!Association;MESH:D009101!ACBD3!0.9973!Association;MESH:D009101!TP53!0.9462!Association;MESH:D009101!ATP2A1!0.9996!Association
37264554,MESH:D007938!LINC01132!0.6706!Association;MESH:D007938!PARP1!0.9994!Association
37340445,MESH:D009369!MRC2!0.9992!Association;MESH:D006528!OLFML2B!0.9604!Association;MESH:D009369!OLFML2B!0.9951!Association;MESH:D006528!LINC01116!0.9994!Association;MESH:D009369!LINC01116!0.9939!Association;MESH:D006528!TMSB15A!0.6753!Association
37398033,MESH:D007249!Zfp697!0.9988!Association;MESH:D009135!Zfp697!0.9611!Association
37733241,MESH:D009369!ALK!0.9996!Association;MESH:D000077273!SLC35F3!0.9994!Association;MESH:D009369!AXL!0.9996!Association;MESH:D000077273!TRPC5!0.9992!Association;MESH:D000077273!LRP1!0.9994!Association;MESH:D000077273!NELL2!0.9995!Association;MESH:D000077273!TENM1!0.9995!Association;MESH:D000077273!MERTK!0.7457!Association;MESH:D009369!GAS6!0.9995!Association;MESH:D009369!MERTK!0.9996!Association;MESH:D009369!MDK!0.9995!Association;MESH:D000077273!MDK!0.9991!Association;MESH:D000077273!ALK!0.9984!Association;MESH:D000077273!FN1!0.9997!Association;MESH:D000077273!GAS6!0.9996!Association;MESH:D000077273!AUTS2!0.9994!Association;MESH:D000077273!ITGB1!0.9997!Association;MESH:D009369!LRP1!0.9996!Association
37929660,MESH:D013274!YBX1!0.9932!Association;MESH:D013274!PIN1P1!0.7794!Positive_Correlation;MESH:D013274!CREB1!0.999!Association;MESH:D013274!PIN1!0.9209!Association
37978443,MESH:D013274!CIDEC!0.9997!Association;MESH:D009369!CD8A!0.9996!Association;MESH:D013274!EPS8L3!0.9996!Association;MESH:D013274!CD8A!0.9996!Association;MESH:D013274!MUC13!0.9996!Association;MESH:D013274!PLEKHS1!0.9996!Association
38015796,MESH:D000860!Nqo2!0.4794!Negative_Correlation
38211648,MESH:D002583!DHCR7!0.9443!Positive_Correlation;MESH:D002583!VEGFC!0.6423!Association;MESH:D008207!AKT1!0.8897!Association;MESH:D008207!DHCR7!0.997!Positive_Correlation;MESH:D008207!KANK4!0.8942!Association
38216777,MESH:D051437!MIR6875!0.7542!Association;MESH:D051437!MIR6501!0.5726!Association;MESH:D051437!MIR4421!0.807!Association;MESH:D051437!MIR4690!0.5223!Association;MESH:D051437!MIR6861!0.6581!Association;MESH:D051437!MIR6789!0.7443!Association
38373667,MESH:D064129!LINC01138!0.9897!Association
39217550,MESH:D006333!SLC5A2!0.9969!Association
39278391,MESH:D005124!ADAMTSL4!0.9997!Association;MESH:D007905!ADAMTSL4!0.9996!Association;MESH:D004479!ADAMTSL4!0.9997!Association
39294175,MESH:D001943!UBIAD1!0.9918!Association;MESH:D009362!UBIAD1!0.9003!Negative_Correlation;MESH:D009369!UBIAD1!0.9995!Association
39314522,MESH:D011085!GLRX2!0.9994!Association;MESH:D011085!CDCP1!0.9996!Association;MESH:D011085!KIRREL2!0.9992!Association
39342991,MESH:D005901!LYPLAL1!0.9111!Negative_Correlation;MESH:D005901!AZU1!0.8347!Association;MESH:D005901!OBP2B!0.9787!Association;MESH:D005901!PTPRJ!0.8496!Association;MESH:D005901!KREMEN1!0.9891!Positive_Correlation;MESH:D005901!ENPP5!0.996!Positive_Correlation
39355254,MESH:D010051!CHRM3!0.9708!Association;MESH:D010051!PTPRD-AS1!0.5873!Association;MESH:D010051!FAM27E3!0.9636!Association;MESH:D010051!SPAG5!0.963!Association
39383380,MESH:D001943!MIR197!0.9995!Association;MESH:D001943!MIR628!0.9995!Association;MESH:D001943!MIR328!0.9995!Association;MESH:D001943!MIR210!0.9996!Association
39385706,MESH:D007249!upd3!0.9983!Association;MESH:D004487!upd3!0.413!Association;MESH:D004487!Stat92E!0.9849!Association;MESH:D004487!Pex5!0.9974!Association;MESH:D004487!Stip1!0.999!Association
39465248,MESH:D009336!ERP29!0.9767!Positive_Correlation;MESH:D002294!ERP29!0.943!Association
39492848,MESH:D006973!AP2B1!0.999!Association;MESH:D006973!CACNA1D!0.999!Association;MESH:D006973!CACNA1C!0.9977!Association;MESH:D006973!TWIST1!0.6153!Association
39496744,MESH:D008180!ELF1!0.9935!Negative_Correlation;MESH:C565423!ELF1!0.9996!Association;MESH:D008180!C3!0.5169!Association;MESH:D008180!B3GALT6!0.902!Association;MESH:D008180!INPP5B!0.5747!Association;MESH:D008180!BLK!0.9905!Association;MESH:D008180!FHL3!0.9987!Association;MESH:D008180!APOLD1!0.9827!Association
39497743,MESH:D000860!SPHK2!0.9995!Association;MESH:D000860!100516675!0.9996!Association;MESH:D000860!HIGD2A!0.9995!Association;MESH:D000860!ANGPT1!0.9995!Association;MESH:D000860!HES4!0.9994!Association;MESH:D000860!PCK2!0.9995!Association;MESH:D000860!SRF!0.9996!Association;MESH:D000860!RCN3!0.9995!Association;MESH:D000860!DNM2!0.9995!Association;MESH:D000860!IRF9!0.9994!Association
