pmid,relations
36614069,MESH:D010300!PRNP!0.9996!Association;MESH:D034062!PRNP!0.9997!Association;MESH:D057180!PRNP!0.9996!Association;MESH:D007562!PRNP!0.9997!Association;MESH:D017096!PRNP!0.9708!Association;MESH:D016098!PRNP!0.9996!Association;MESH:D000544!PRNP!0.9996!Association;MESH:D020961!PRNP!0.9996!Association;MESH:D057180!PRNP!0.9926!Association;MESH:D016098!PRNP!0.9935!Association;MESH:D034062!PRNP!0.8119!Association;MESH:D007562!PRNP!0.9908!Association
39662927,MESH:D015228!APOC1!0.9995!Association;MESH:D015228!RGS7!0.9996!Association;MESH:D015228!SIK3!0.9996!Association;MESH:D015228!ALDH1A2!0.9996!Association;MESH:D015228!LPL!0.9992!Association;MESH:D015228!APOA5!0.651!Association
40141237,MESH:D011236!CAMK2B!0.8135!Association;MESH:D003924!GCK!0.6309!Association;MESH:D003924!SLC38A7!0.9962!Association;MESH:D003924!NEGR1!0.9971!Association;MESH:D003924!PTOV1!0.9995!Association;MESH:D003924!FOXD2!0.9984!Association;MESH:D003924!ZNF106!0.9851!Association;MESH:D003924!PCSK2!0.9986!Association;MESH:D003924!CAMK2B!0.9668!Association
40186404,MESH:D063806!OBSCN!0.9111!Association;MESH:D009202!OBSCN!0.9997!Association;MESH:D012206!OBSCN!0.9997!Association;MESH:D030342!OBSCN!0.9994!Association
40283609,MESH:D006938!LDLR!0.998!Association;MESH:D002318!LDLR!0.9977!Association
40290762,MESH:D057130!Rpe65!0.6949!Association;MESH:D057130!RPE65!0.4937!Association
37772772,MESH:D009369!MEF2A!0.9985!Association;MESH:D010190!FNIP1!0.9996!Association;MESH:D010190!FNIP2!0.9996!Association;MESH:D009369!FNIP1!0.9996!Association;MESH:D010190!RPS6KB1!0.7324!Association;MESH:D010190!ORC1!0.9995!Association;MESH:D010190!RPTOR!0.9105!Association;MESH:D010190!MEF2D!0.584!Association;MESH:D009369!MEF2D!0.9827!Association;MESH:D009369!FNIP2!0.9996!Association;MESH:D009369!ORC1!0.9906!Association;MESH:D009369!MTOR!0.9979!Association
39332976,MESH:D056830!PLEKHM2!0.9996!Association;MESH:D056830!SCN5A!0.9993!Association;MESH:D056830!RYR2!0.9993!Association;MESH:D002869!RYR2!0.4819!Association;MESH:D002869!PLEKHM2!0.6496!Association
33693649,MESH:C563255!WRAP73!0.9996!Association;MESH:D000013!WRAP73!0.5654!Association;MESH:C563255!LTBP2!0.9966!Association;MESH:C563255!WRAP73!0.9784!Association
36926053,MESH:D006973!MIR3658!0.9996!Association;MESH:D006973!ACE2!0.9994!Association;MESH:D000086382!MIR3658!0.9997!Association;MESH:D000086382!ACE2!0.9997!Association;MESH:D000086382!ACE2!0.8949!Association
39416786,MESH:D002289!LRRC8C!0.9991!Association;MESH:D002289!OAS2!0.9994!Association;MESH:D002289!CCL25!0.9992!Association
40001331,MESH:D034381!MACF1!0.9995!Association;MESH:C537845!MACF1!0.999!Association
40268337,MESH:D009072!GATA2!0.9993!Association;MESH:D009072!RNF213!0.9997!Association;MESH:D020765!RNF213!0.9996!Association
18599554,MESH:D003327!HNRNPUL1!0.9974!Association;MESH:D003327!CDKN2A!0.9945!Association;MESH:D003327!OR13G1!0.9971!Association;MESH:D003327!CDKN2B!0.9823!Association;MESH:D003327!CD93!0.9981!Association;MESH:D003327!CDKN2B-AS1!0.9789!Association;MESH:D003327!CD93!0.9755!Association;MESH:D006938!CDKN2B-AS1!0.9719!Association;MESH:D003327!HNRNPUL1!0.9888!Association;MESH:D003327!OR13G1!0.9859!Association
36752199,MESH:D000015!CFAP57!0.8601!Association;MESH:D000013!CFAP57!0.9997!Association;MESH:D007248!CFAP57!0.9944!Association;MESH:D007248!Cfap57!0.9997!Association;MESH:D007248!CFAP57!0.9949!Association
39361439,MESH:D009358!HCN3!0.9996!Association;MESH:D004827!HCN1!0.9997!Association;MESH:D004827!HCN2!0.9991!Association;MESH:D004827!HCN3!0.9995!Association;MESH:D004827!HCN4!0.9997!Association
39385445,MESH:D009293!OPRM1!0.9996!Association;MESH:D009293!BEND4!0.5069!Association
39853547,MESH:D002658!TBCD!0.9995!Association;MESH:C537770!TBCD!0.8409!Association;MESH:C566985!TBCD!0.9889!Association;OMIM:617193!TBCD!0.9996!Association;MESH:D011782!TBCD!0.9649!Association;MESH:D000014!TBCD!0.5113!Association;MESH:D012640!TBCD!0.9559!Association;MESH:D004832!TBCD!0.8372!Association
33711669,MESH:D009216!FN1!0.9965!Association;MESH:D009216!SLC35E2B!0.9996!Association;MESH:D009216!DBT!0.9995!Association;MESH:D009216!FLRT3!0.9996!Association;MESH:D009216!SLC35E2B!0.979!Association;MESH:D009216!FLRT3!0.9487!Association
35337603,MESH:D017695!MMS22L!0.9987!Association;MESH:D017695!COL1A1!0.999!Association;MESH:D017695!TIMP2!0.9991!Association;MESH:D017695!LRPPRC!0.9985!Association;MESH:D017695!ACTN3!0.8489!Association;MESH:D017695!MMP3!0.9987!Association;MESH:D017695!MMP1!0.999!Association;MESH:D017695!COL12A1!0.9983!Association;MESH:D017695!PHACTR1!0.9976!Association;MESH:D017695!COL5A1!0.9971!Association;MESH:D017695!PPARGC1A!0.6737!Association;MESH:D017695!COL5A1!0.7719!Association;MESH:D017695!PHACTR1!0.843!Association;MESH:D017695!COL1A1!0.6107!Association;MESH:D017695!MMP3!0.9551!Association;MESH:D017695!COL12A1!0.8965!Association;MESH:D017695!PPARG!0.6316!Association;MESH:D017695!MMP1!0.5909!Association
36311744,MESH:D008180!PRDX6!0.9978!Association;MESH:D008180!LOC100506023!0.999!Association
37713627,OMIM:617171!TRAPPC6B!0.9544!Association;MESH:D002658!TRAPPC6B!0.9995!Association;MESH:D009069!TRAPPC6B!0.9353!Association;MESH:D056784!TRAPPC6B!0.9888!Association;MESH:D009128!TRAPPC6B!0.9625!Association;MESH:D008607!TRAPPC6B!0.988!Association;MESH:D004421!TRAPPC6B!0.9993!Association;MESH:D020233!TRAPPC6B!0.8296!Association;MESH:D002658!TRAPPC6A!0.7742!Association;MESH:D007806!TRAPPC6B!0.9948!Association;MESH:D004827!TRAPPC6B!0.9932!Association;MESH:D008831!TRAPPC6B!0.9982!Association;MESH:D002658!TRAPPC10!0.994!Association
39932783,MESH:C537020!FAM111A!0.9996!Association;MESH:C537021!TBCE!0.9989!Association;MESH:C537021!FAM111A!0.9994!Association;MESH:C537291!FAM111A!0.9995!Association
39318356,MESH:D053713!HENMT1!0.5216!Association;MESH:D007248!HENMT1!0.9997!Association
39340213,MESH:D001259!TMEM240!0.9997!Association;MESH:D002658!TMEM240!0.9996!Association;MESH:C537200!TMEM240!0.9996!Association;MESH:D003072!TMEM240!0.9996!Association;MESH:D014202!TMEM240!0.9944!Association;MESH:D010302!TMEM240!0.9997!Association
39765181,MESH:D020233!SMG7!0.9996!Association;MESH:D020233!LAMC1!0.9997!Association;MESH:D020233!NCF2!0.9996!Association;MESH:D020233!FHL1!0.9997!Association;MESH:D020233!ABCG2!0.9996!Association;MESH:D020233!MAP7!0.9997!Association;MESH:D020233!ARPC5!0.9997!Association;MESH:D020233!LAMC1!0.9994!Association
40269773,MESH:D006528!NR5A2!0.9992!Association;MESH:D008175!NR5A2!0.9995!Association;MESH:D009369!NR5A2!0.9992!Association;MESH:D002294!NR5A2!0.9996!Association
40339963,MESH:D020152!SERPINC1!0.9996!Association;MESH:D054556!SERPINC1!0.9996!Association
26047609,MESH:D000860!Vwf!0.9996!Association;MESH:C535833!Vwf!0.9992!Association;MESH:D013927!Vwf!0.9997!Association;MESH:D013927!Egln1!0.9997!Association;MESH:D006470!Egln1!0.9955!Association;MESH:C535833!Egln1!0.9997!Association;MESH:D000860!Egln1!0.9996!Association;MESH:D013927!VWF!0.983!Association;MESH:D006470!VWF!0.6942!Association;MESH:C535833!VWF!0.6105!Association
35538663,MESH:D005909!RHOB!0.999!Association;MESH:D005909!JUN!0.9933!Association;MESH:D005909!FOS!0.9903!Association;MESH:D009369!CXCR6!0.8001!Association;MESH:D009369!RHOB!0.9965!Negative_Correlation;MESH:D005909!CXCR6!0.9982!Association;MESH:D005909!JUNB!0.995!Association;MESH:D005909!OR2T7!0.9997!Association;MESH:D005909!CASP14!0.999!Association;MESH:D009369!OR2T7!0.9973!Association;MESH:D009369!CASP14!0.9742!Negative_Correlation
38161273,MESH:D001714!GPR37L1!0.9991!Association;MESH:D001714!CDH23!0.9982!Association;MESH:D001714!GABPA!0.9994!Association;MESH:D001714!ELF3!0.9987!Association;MESH:D001714!ARL8A!0.9985!Association;MESH:D001714!JAM2!0.9989!Association;MESH:D001714!CHST3!0.7946!Association
39484451,MESH:D006929!CYP11B2!0.8921!Association;MESH:D006929!MCOLN3!0.9994!Association;OMIM:617027!CYP11B2!0.9962!Association;MESH:D000307!CYP11B2!0.6825!Association;OMIM:617027!MCOLN3!0.9996!Association
40061727,MESH:D051346!SLC30A10!0.9996!Association;MESH:C538006!SLC30A10!0.9972!Association;MESH:D009461!SLC30A10!0.9945!Association
40100311,MESH:D016109!LAMB3!0.9997!Association;MESH:D004820!LAMB3!0.9997!Association;MESH:D004820!LAMB3!0.782!Association
37684519,MESH:D004613!EVC!0.9997!Association;MESH:C562429!EVC2!0.9903!Association;MESH:D004613!GLI1!0.9927!Association;MESH:D004613!EVC2!0.9997!Association;MESH:C562429!EFCAB7!0.9997!Association;MESH:C562429!GLI1!0.999!Association;MESH:C562429!IQCE!0.9995!Association;MESH:C562429!EVC!0.9936!Association
35163224,MESH:D003643!MIR9-1!0.9968!Association;MESH:D010051!MIR124-3!0.9966!Association;MESH:D010051!MIR1258!0.9967!Association;MESH:D009369!MIR203A!0.7686!Association;MESH:D009369!MIR375!0.9321!Association;MESH:D010051!MIR9-3!0.999!Association;MESH:D010051!MIR9-1!0.9992!Association;MESH:D010051!MIR193A!0.9986!Association;MESH:D009369!MIR137!0.6637!Association;MESH:D010538!MIR9-1!0.9996!Association;MESH:D010538!MIR193A!0.9997!Association;MESH:D010051!MIR130B!0.9984!Association;MESH:D010051!MIR127!0.9987!Association;MESH:D010051!MIR124-2!0.9972!Association;MESH:D010538!MIR203A!0.9906!Association;MESH:D010051!MIR148A!0.9986!Association;MESH:D009369!MIR1258!0.6987!Positive_Correlation;MESH:D010538!MIR148A!0.9988!Association;MESH:D010051!MIR339!0.9985!Association;MESH:D009369!MIR9-1!0.9127!Association;MESH:D010051!MIR375!0.9974!Association;MESH:D003643!MIR130B!0.9766!Association;MESH:D010051!MIR34B!0.9989!Association;MESH:D010051!MIR125B1!0.9981!Association;MESH:D010051!MIR132!0.9987!Association;MESH:D010051!MIR137!0.9988!Association;MESH:D010051!MIR107!0.9922!Association;MESH:D010538!MIR1258!0.9677!Association;MESH:D010538!MIR137!0.9842!Association;MESH:D010051!MIR1292!0.999!Association;MESH:D010051!MIR203A!0.9867!Association;MESH:D009369!MIR339!0.6219!Association;MESH:D010538!MIR339!0.9957!Association
38334481,MESH:D015179!ODF2L!0.9801!Positive_Correlation;MESH:D009369!ODF2L!0.9719!Association
39902220,MESH:D012640!ASH1L!0.9986!Association;MESH:D001289!ASH1L!0.9996!Association;MESH:D000067877!ASH1L!0.9997!Association;MESH:D008607!ASH1L!0.9997!Association
36989515,MESH:D009369!NF1!0.9993!Association;MESH:D012509!NF1!0.9994!Association;MESH:D012509!MIR199A2!0.9268!Association;MESH:D012509!MIR23B!0.9986!Association
40206966,MESH:D030342!P3H1!0.9638!Association;MESH:C535752!P3H1!0.9997!Association;MESH:D018191!P3H1!0.9868!Association;MESH:D030342!KIAA1109!0.814!Association;MESH:C536049!KIAA1109!0.9996!Association;MESH:C536049!P3H1!0.9997!Association;MESH:C535752!KIAA1109!0.9997!Association;MESH:D018191!KIAA1109!0.6598!Association
34298795,MESH:D011471!MIR3125!0.9867!Association;MESH:D011471!MIR3916!0.9108!Association;MESH:D011471!MIR2116!0.5262!Association;MESH:D011471!MIR3928!0.9901!Association;MESH:D011471!MIR889!0.8398!Association;MESH:D009369!PDK1!0.9996!Association;MESH:D011471!PDK1!0.9788!Positive_Correlation;MESH:D011471!PDK1!0.9238!Association
39712340,MESH:D009765!ADCY3!0.9984!Association;MESH:D009765!SDCCAG8!0.8515!Association;MESH:D009765!CEP19!0.9979!Association
39843174,MESH:D007248!TEX14!0.9979!Association;MESH:D007248!MSH4!0.9956!Association;MESH:D007248!STAG3!0.9641!Association;MESH:D007248!TEX15!0.9985!Association
22499347,MESH:D006554!ITGB3BP!0.9687!Association;MESH:D006554!FOXD3!0.9974!Association;MESH:D006554!PGM1!0.9084!Association;MESH:D006554!ROR1!0.8386!Association;MESH:D006554!ALG6!0.9961!Association;MESH:D006554!DLEU2L!0.9955!Association;MESH:D006554!LEPR!0.9115!Association;MESH:D006554!ATG4C!0.916!Association
29868124,MESH:D009765!GPR55!0.9307!Association;MESH:D009765!MMP1!0.7474!Association;MESH:D009765!GLP1R!0.9769!Association;MESH:D009765!HCRTR1!0.9412!Association;MESH:D009765!CCK!0.9651!Association;MESH:D009765!DOCK6!0.9543!Association;MESH:D009765!OR2AK2!0.9888!Association;MESH:D009765!DGKB!0.9468!Association;MESH:D009765!DOCK2!0.9253!Association
37208701,MESH:D010003!COLGALT2!0.9996!Association;MESH:D010003!TSEN15!0.9868!Association
39684297,MESH:D001943!ETFB!0.9996!Association;MESH:D063646!GPD1!0.9996!Association;MESH:D009369!FOXRED1!0.9993!Association;MESH:D009369!HK1!0.9842!Association;MESH:D009369!NDUFS1!0.9964!Association;MESH:D001943!HMCN1!0.9991!Association;MESH:D063646!HK1!0.9996!Association;MESH:D063646!NDUFS1!0.9997!Association;MESH:D001943!NDUFS1!0.9995!Association;MESH:D001943!BRCA1!0.9993!Association;MESH:D001943!PC!0.9997!Association;MESH:D063646!PCK1!0.9996!Association;MESH:D009369!PC!0.9804!Association;MESH:D009369!PCK1!0.9991!Association;MESH:D063646!PGK1!0.9996!Association;MESH:D001943!PGK1!0.9996!Association;MESH:D001943!PCK1!0.9996!Association;MESH:D001943!BRCA2!0.9995!Association;MESH:D001943!FOXRED1!0.9995!Association;MESH:D001943!GPD1!0.9996!Association;MESH:D009369!PGK1!0.9992!Association;MESH:D063646!PC!0.9997!Association;MESH:D001943!HK1!0.9996!Association;MESH:D009369!GPD1!0.9985!Association;MESH:D063646!FOXRED1!0.9997!Association;MESH:D001943!DONSON!0.9978!Association
39891992,MESH:D053627!ADCY10!0.9995!Association;MESH:D007669!ADCY10!0.9991!Association;MESH:D018365!ADCY10!0.9997!Association;MESH:D053565!ADCY10!0.9996!Association;MESH:D015835!ADCY10!0.9997!Association;MESH:D006869!ADCY10!0.9996!Association;MESH:D007248!ADCY10!0.9989!Association
40348002,MESH:D019966!OPRD1!0.998!Association;MESH:D007174!PDYN!0.7363!Association;MESH:C564883!OPRM1!0.9516!Association;MESH:C564883!OPRD1!0.9983!Association;MESH:D019966!PDYN!0.988!Association;MESH:D019966!BDNF!0.9608!Association;MESH:D019966!OPRM1!0.9827!Association;MESH:C564883!PDYN!0.9813!Association;MESH:C564883!BDNF!0.9965!Association;MESH:D003866!PDYN!0.9064!Association;MESH:D003866!OPRM1!0.5027!Association;MESH:D007174!OPRD1!0.9234!Association;MESH:D007174!OPRM1!0.5734!Association;MESH:D007174!BDNF!0.9792!Association
39334510,MESH:D000090663!LINC00523!0.8708!Association;MESH:D008607!GPR88!0.9995!Association;MESH:D008607!PUDP!0.9996!Association;MESH:D008607!LINC00523!0.9978!Association
39408793,MESH:C565304!IBA57!0.9997!Association
40237630,MESH:D020138!MAT1A!0.9606!Association;MESH:D001157!MMACHC!0.565!Association;MESH:D007906!MMACHC!0.9974!Association;MESH:D002544!MMACHC!0.6225!Association;MESH:D020138!MMACHC!0.9969!Association;MESH:D004827!MMACHC!0.9938!Association;MESH:D008607!MMACHC!0.9962!Association;MESH:D056784!MMACHC!0.8458!Association;MESH:D020138!CBS!0.6117!Association;MESH:D004827!MAT1A!0.9489!Association;MESH:D020138!CBSL!0.9858!Association;MESH:D004827!CBSL!0.8927!Association
37780804,MESH:D001943!MIR3117!0.9717!Association
39318439,MESH:D008060!FNBP1L!0.8878!Association;MESH:D016884!MAGEB1!0.9994!Association;MESH:D007011!AIRE!0.6074!Association;MESH:D016884!RFX6!0.9995!Association;MESH:D016884!AIRE!0.9992!Association;MESH:D016884!MAGEB4!0.9992!Association
39340393,MESH:D054752!BRAF!0.9993!Association;MESH:D018316!BRAF!0.7801!Association
39521780,MESH:D009123!PIGK!0.9992!Association;MESH:D002526!PIGK!0.9994!Association;MESH:D002526!Pcp2!0.7421!Association;OMIM:610293!Pigk!0.9921!Association;MESH:D000090862!Pcp2!0.9991!Association;OMIM:610293!PIGK!0.9997!Association;MESH:D002658!PIGK!0.9985!Association;MESH:D001259!Pcp2!0.9996!Association;OMIM:610293!PCP2!0.9826!Association
40220754,MESH:D009369!TRBV20OR9-2!0.4565!Association
40328563,MESH:D015212!RNF186!0.7712!Association;MESH:D003424!CRP!0.8466!Positive_Correlation;MESH:D003424!RNF186!0.9938!Association;MESH:D003093!RNF186!0.4649!Association
32090785,MESH:D003865!NEGR1!0.9958!Association
39809934,MESH:C566545!POU4F3!0.8682!Positive_Correlation;MESH:D034381!POU4F3!0.7931!Association;MESH:D003638!POU4F3!0.9734!Association;MESH:D034381!CDC14A!0.8034!Association;MESH:C566545!GJB2!0.5468!Association;MESH:C566545!STRC!0.7216!Association;MESH:C566545!CDC14A!0.472!Association;MESH:D034381!STRC!0.9716!Association;MESH:D034381!GJB2!0.9435!Association
40178561,MESH:D006319!KCNQ4!0.9997!Association;MESH:C537845!KCNQ4!0.996!Association;MESH:D034381!KCNQ4!0.9997!Association
40214943,MESH:C000705967!FCGR2A!0.9996!Association;MESH:D007249!FCGR2A!0.9991!Association;MESH:D006331!FCGR2A!0.9954!Association;MESH:D003141!FCGR2A!0.999!Association
40250423,MESH:D008268!CFHR5!0.9979!Negative_Correlation;MESH:D008268!CFH!0.9996!Association
23046580,MESH:D020521!CRP!0.9995!Association;MESH:D006973!CRPP1!0.9996!Association;MESH:D009203!CRP!0.9996!Association;MESH:D006973!CRP!0.9996!Association
39786576,MESH:D003638!GREB1L!0.9996!Association;MESH:D015834!GREB1L!0.9965!Association;MESH:D003638!FGF3!0.9997!Association;MESH:D003638!PBXIP1!0.9985!Association;MESH:D015834!FGF3!0.9985!Association;MESH:D015834!PBXIP1!0.9982!Association
40199742,MESH:C536038!NUDT7!0.9822!Association;MESH:C536038!ACADM!0.5942!Negative_Correlation
40302475,MESH:D046088!CTNNB1!0.9996!Association;MESH:D006965!CACNA1H!0.9997!Association;MESH:D006965!KCNJ5!0.9995!Association;MESH:D006929!KCNJ5!0.9997!Association;MESH:D006929!CACNA1D!0.9994!Association;MESH:D046088!KCNJ5!0.9995!Association;OMIM:617027!KCNJ5!0.9991!Association;MESH:D046088!ATP1A1!0.9995!Association;MESH:D046088!ATP2B3!0.9995!Association;MESH:D006929!ATP1A1!0.9957!Association;MESH:D006929!CTNNB1!0.9995!Association;MESH:D046088!CACNA1D!0.9996!Association;MESH:D006929!ATP2B3!0.995!Association;MESH:D006929!CACNA1H!0.7085!Association
34521982,MESH:D003922!AP4B1!0.9997!Association;MESH:D003922!PHTF1!0.9886!Association;MESH:D003922!AP4B1!0.6305!Association
36297015,MESH:D019966!OR2G2!0.9978!Association;MESH:D019966!IRGC!0.9987!Association;MESH:D019966!IRGC!0.8492!Association;MESH:D019966!OR2G2!0.9138!Association
39202552,MESH:D012559!MIR548AP!0.9955!Association;MESH:D012559!LINC00355!0.9281!Association;MESH:D012559!LINC00977!0.9934!Association;MESH:D012559!ATP11A!0.9962!Association;MESH:D012559!LINC01052!0.9542!Association;MESH:D012559!PRDM2!0.9975!Association;MESH:D012559!ENPEP!0.8549!Association;MESH:D012559!TRPM4!0.9522!Association;MESH:D012559!KAZN!0.882!Association;MESH:D012559!RGPD6!0.9937!Association;MESH:D012559!DMD!0.989!Association;MESH:D012559!AGBL1!0.9946!Association
30661131,MESH:D010024!ZBTB40!0.9917!Association;MESH:D010024!CREB1!0.9994!Association;MESH:D010024!ZBTB40-IT1!0.9982!Association;MESH:D010024!FOS!0.9994!Association;MESH:D010024!HAUS3!0.9982!Association;MESH:D010024!JUN!0.9994!Association
38134649,MESH:D001927!SZT2!0.9995!Association;MESH:D000077733!SZT2!0.9905!Association;MESH:C562695!SZT2!0.9994!Association;MESH:D000067877!SZT2!0.9586!Association;MESH:D012640!SZT2!0.9994!Association;MESH:D002658!SZT2!0.9957!Association;MESH:D003389!SZT2!0.6768!Association;MESH:C565406!SZT2!0.9992!Association;MESH:D009123!SZT2!0.3775!Association;MESH:D006849!SZT2!0.7698!Association;MESH:D000080485!SZT2!0.608!Association;MESH:D005153!SZT2!0.8599!Association;MESH:D001037!SZT2!0.5968!Association
39454411,MESH:D015464!UBE2Q1!0.9995!Association;MESH:D015464!ABL1!0.9996!Association
40282414,MESH:D010300!VPS13C!0.9995!Association;MESH:D010300!PRKN!0.9995!Association;MESH:D010300!PLA2G6!0.9994!Association;MESH:D010300!PINK1!0.9995!Association;MESH:D010300!GBA!0.9997!Association;MESH:D010300!ATP13A2!0.9995!Association
29278698,MESH:D017889!LOXL1!0.9475!Association
33029681,MESH:C536816!GNE!0.9742!Association
34194624,MESH:D005909!GABPA!0.9987!Association;MESH:D005910!TERT!0.9995!Association;MESH:D005909!GABPB1!0.9319!Association;MESH:D005909!TERT!0.9746!Association;MESH:D005910!TERT!0.9979!Association
34815695,MESH:D003920!PNLIPRP1!0.9911!Association;MESH:D003924!INS!0.9983!Association;MESH:D003920!CAMKK2!0.9984!Association;MESH:D003924!PNLIPRP1!0.9568!Association;MESH:D003924!CAMKK2!0.9821!Association;MESH:D003920!PNLIPRP1!0.7332!Association;MESH:D003924!PNLIPRP1!0.9982!Association;MESH:D003924!CAMKK2!0.9971!Association
39901041,MESH:D006969!TMEM53!0.9995!Association;MESH:C537519!TMEM53!0.9992!Association
40088780,MESH:D020820!TOR1AIP2!0.9996!Association;MESH:D004421!TOR1A!0.9977!Association;MESH:D004421!TOR1AIP2!0.9997!Association;MESH:D013132!TOR1AIP2!0.9961!Association;MESH:D020820!TOR1A!0.9498!Association
40234024,MESH:D015812!LOXL1!0.999!Association;MESH:D015812!ABCC5!0.9996!Association;MESH:D015812!ABCA1!0.9997!Association;MESH:D015812!VAV3!0.7873!Association
40240269,MESH:D004828!CNIH4!0.9993!Association;MESH:D004828!WDR26!0.9987!Association;MESH:D000069279!CNIH4!0.7755!Association;MESH:D008607!WDR26!0.9994!Association;MESH:D012640!CNIH3!0.9936!Association;MESH:D012640!WDR26!0.9994!Association;MESH:D004828!CNIH3!0.9985!Association;MESH:D000069279!CNIH3!0.992!Association
40324346,MESH:D005770!IDH1!0.9898!Association;MESH:D005770!NRAS!0.9958!Association;MESH:D015179!ERBB2!0.9968!Association;MESH:D005770!PIK3CA!0.7842!Association;MESH:D001661!IDH1!0.9974!Association;MESH:D013274!IDH1!0.9989!Association;MESH:D015179!NRAS!0.9992!Association;MESH:D010190!BRAF!0.9995!Association;MESH:D010190!KRAS!0.9996!Association;MESH:D015179!KRAS!0.9995!Association;MESH:D005770!ERBB2!0.9622!Association;MESH:D015179!BRAF!0.9987!Association;MESH:D005770!BRAF!0.9435!Association
30817750,MESH:D064420!SLC22A14!0.9994!Association;MESH:D064420!DCK!0.9994!Association;MESH:D064420!GSTA2!0.9993!Association;MESH:D064420!VKORC1!0.9987!Association;MESH:D064420!SLC22A14!0.6566!Association;MESH:D064420!DCK!0.6436!Association;MESH:D064420!GSTA2!0.699!Association;MESH:D064420!ABCB11!0.3707!Association;MESH:D064420!VKORC1!0.5237!Association
36538011,MESH:D010003!TSEN15!0.9772!Association;MESH:D010003!COLGALT2!0.9996!Association;MESH:D010003!COLGALT2!0.9433!Association;MESH:D010003!TSEN15!0.9978!Association
38267387,MESH:D009765!PDE3B!0.8956!Association;MESH:D009765!MYOZ3!0.9878!Association;MESH:D009765!LYPLAL1!0.9997!Association;MESH:D009765!SLC15A3!0.9958!Association;MESH:D009765!TNK2!0.9986!Association;MESH:D009765!RNF130!0.9225!Association;MESH:D009765!102723886!0.7919!Association
38524222,MESH:D004403!LORICRIN!0.9997!Association;MESH:D003967!LORICRIN!0.93!Association
40093141,MESH:D005902!MYOC!0.9996!Association
40238877,MESH:D016399!STAT3!0.7827!Association;MESH:D016399!USP24!0.8476!Negative_Correlation;MESH:D009369!CD8A!0.9758!Association;MESH:D016399!IL6!0.4757!Association;MESH:D008175!CD8A!0.9985!Association;MESH:D016399!PDCD1!0.9988!Association;MESH:D009369!USP24!0.9994!Association;MESH:D008175!USP24!0.9979!Association;MESH:D063646!EGFR!0.8325!Association
40243434,MESH:D058437!CRB1!0.9987!Association;MESH:D008269!CRB1!0.9115!Association;MESH:D012174!CRB1!0.9995!Association;MESH:D008268!CRB1!0.9995!Association;MESH:D000071700!CRB1!0.9996!Association;MESH:D057130!CRB1!0.9995!Association;MESH:C536600!CRB1!0.9994!Association;MESH:D058499!CRB1!0.9996!Association;MESH:D009798!CRB1!0.9767!Association
35452922,MESH:D003876!LELP1!0.9995!Association;MESH:D003876!LELP1!0.9538!Association;MESH:D003876!FLG!0.9696!Association
36453714,MESH:D000077192!TUBGCP2!0.9552!Association;MESH:D000077192!ROCK2!0.9994!Association;MESH:D000077192!RBMXL1!0.9963!Association;MESH:D000077192!ROCK1!0.9994!Association;MESH:D000077192!RHOA!0.9996!Association;MESH:D000077192!AZIN1!0.9934!Association;MESH:D000077192!ROCK1!0.9796!Association;MESH:D009369!TUBGCP2!0.7952!Association;MESH:D009362!AZIN1!0.8378!Association;MESH:D000077192!AZIN1!0.9975!Association;MESH:D000077192!RBMXL1!0.9979!Association;MESH:D009362!TUBGCP2!0.9684!Association;MESH:D009369!AZIN1!0.8898!Association;MESH:D000077192!TUBGCP2!0.9994!Association
39515300,MESH:D056128!Tbx15!0.9997!Association;MESH:D056128!TBX15!0.9265!Association;MESH:D006984!TBX15!0.7106!Association
40211677,MESH:D000309!RFC1!0.9997!Association;MESH:D009477!NTRK1!0.9997!Association;MESH:D010292!PUM1!0.9996!Association;MESH:D009477!PUM1!0.9997!Association;MESH:D001259!RFC1!0.9996!Association;MESH:D009477!RFC1!0.5525!Association;MESH:D002524!PUM1!0.9996!Association;MESH:D002524!NTRK1!0.786!Association;MESH:D010292!NTRK1!0.9984!Association
25241909,MESH:D029481!FAM13A!0.9867!Association;MESH:D029424!RPL31P11!0.9031!Association;MESH:D029424!FAM13A!0.9997!Association;MESH:D029481!AP2A2!0.9991!Association;MESH:D029481!RPL31P11!0.9976!Association;MESH:D029481!CRACR2B!0.9986!Association;MESH:D029481!CHID1!0.9987!Association;MESH:D029424!CRACR2B!0.9945!Association;MESH:D029481!CRACR2B!0.8396!Association
39278467,MESH:D001528!ADRA2A!0.9996!Association;MESH:D000068105!AVPR1B!0.9996!Association;MESH:D001528!GLCCI1!0.9995!Association;MESH:D001714!AVPR1B!0.7282!Association;MESH:D000068105!ADRA2A!0.9996!Association;MESH:D001528!FKBP4!0.9972!Association;MESH:D001714!HTR2A!0.9473!Association;MESH:D000068105!GLCCI1!0.9083!Association;MESH:D001714!GLCCI1!0.9592!Association;MESH:D001528!HTR2A!0.9991!Association;MESH:D001528!AVPR1B!0.9986!Association;MESH:D001714!ADRA2A!0.7042!Association
39618316,MESH:D010009!COL9A2!0.9991!Association;MESH:D010009!COL9A1!0.9991!Association;MESH:D010009!CANT1!0.9997!Association;MESH:D010009!MATN3!0.9987!Association;MESH:C535943!CANT1!0.9997!Association;MESH:D010009!SLC26A2!0.999!Association;MESH:D010009!COL9A3!0.9989!Association
